  1   -2.000000000000000e+00    4.000000000000000e+00
  1   -2.000000000000000e+00    0.000000000000000e+00
  2    0.000000000000000e+00    2.000000000000000e+00
  3    2.000000000000000e+00    4.000000000000000e+00
  1   -2.000000000000000e+00   -1.333333333333333e+00
  2   -1.333333333333333e+00   -6.666666666666669e-01
  3   -6.666666666666667e-01   -1.110223024625157e-16
  1   -2.000000000000000e+00   -1.777777777777778e+00
  2   -1.777777777777778e+00   -1.555555555555556e+00
  3   -1.555555555555556e+00   -1.333333333333334e+00
  3    1.333333333333333e+00    2.000000000000000e+00
  1    0.000000000000000e+00    6.666666666666666e-01
  2    6.666666666666666e-01    1.333333333333333e+00
  3    3.333333333333333e+00    4.000000000000000e+00
  2    2.666666666666667e+00    3.333333333333333e+00
  1    0.000000000000000e+00    2.222222222222222e-01
  1    2.000000000000000e+00    2.666666666666667e+00
  1   -1.333333333333333e+00   -1.111111111111111e+00
  2   -1.111111111111111e+00   -8.888888888888890e-01
  3   -8.888888888888891e-01   -6.666666666666669e-01
  1    1.333333333333333e+00    1.555555555555556e+00
  3    1.777777777777778e+00    2.000000000000000e+00
  2    2.222222222222222e-01    4.444444444444444e-01
  3    4.444444444444444e-01    6.666666666666666e-01
  2    1.555555555555556e+00    1.777777777777778e+00
  3   -2.222222222222223e-01   -1.110223024625157e-16
  1   -6.666666666666667e-01   -4.444444444444445e-01
  2   -4.444444444444445e-01   -2.222222222222223e-01
  1    3.333333333333333e+00    3.555555555555555e+00
  1    6.666666666666666e-01    8.888888888888888e-01
  2    8.888888888888888e-01    1.111111111111111e+00
  2    3.555555555555555e+00    3.777777777777778e+00
  1    2.666666666666667e+00    2.888888888888889e+00
  3    3.777777777777777e+00    4.000000000000000e+00
  3    1.111111111111111e+00    1.333333333333333e+00
  3    3.111111111111111e+00    3.333333333333333e+00
  1    0.000000000000000e+00    7.407407407407407e-02
  3    1.481481481481481e-01    2.222222222222222e-01
  3    2.444444444444444e+00    2.666666666666667e+00
  2    7.407407407407407e-02    1.481481481481481e-01
  1    2.000000000000000e+00    2.222222222222222e+00
  2    2.222222222222222e+00    2.444444444444445e+00
  2    2.888888888888889e+00    3.111111111111111e+00
  1    2.222222222222222e-01    2.962962962962963e-01
  2    2.962962962962963e-01    3.703703703703703e-01
  2    1.728395061728395e-01    1.975308641975309e-01
  1    0.000000000000000e+00    2.469135802469136e-02
  3    3.703703703703703e-01    4.444444444444444e-01
  3    1.975308641975309e-01    2.222222222222222e-01
  3    4.938271604938271e-02    7.407407407407407e-02
  1   -2.222222222222223e-01   -1.481481481481483e-01
  3    2.716049382716049e-01    2.962962962962963e-01
  1   -4.444444444444445e-01   -3.703703703703705e-01
  3   -7.407407407407418e-02   -1.110223024625157e-16
  2   -1.481481481481483e-01   -7.407407407407418e-02
  1   -2.222222222222223e-01   -1.975308641975310e-01
  3   -1.728395061728396e-01   -1.481481481481483e-01
  3   -2.962962962962964e-01   -2.222222222222223e-01
  2   -3.703703703703705e-01   -2.962962962962964e-01
  1   -1.481481481481483e-01   -1.234567901234569e-01
  2   -1.234567901234569e-01   -9.876543209876554e-02
  1    7.407407407407407e-02    9.876543209876543e-02
  1   -1.481481481481483e-01   -1.399176954732511e-01
  2   -1.399176954732511e-01   -1.316872427983540e-01
  3    1.234567901234568e-01    1.481481481481481e-01
  2    9.876543209876543e-02    1.234567901234568e-01
  1    1.481481481481481e-01    1.728395061728395e-01
  2    2.469135802469136e-02    4.938271604938271e-02
  1    2.222222222222222e-01    2.469135802469136e-01
  2    2.469135802469136e-01    2.716049382716049e-01
  1    0.000000000000000e+00    8.230452674897118e-03
  3    1.646090534979424e-02    2.469135802469136e-02
  2    8.230452674897118e-03    1.646090534979424e-02
  1    4.938271604938271e-02    5.761316872427983e-02
  3    6.584362139917695e-02    7.407407407407407e-02
  2    5.761316872427983e-02    6.584362139917695e-02
  2   -1.975308641975310e-01   -1.728395061728396e-01
  1   -7.407407407407418e-02   -4.938271604938282e-02
  2   -4.938271604938282e-02   -2.469135802469147e-02
  3   -2.469135802469147e-02   -1.110223024625157e-16
  3   -5.761316872427995e-02   -4.938271604938283e-02
  3   -9.876543209876554e-02   -7.407407407407418e-02
  3   -1.316872427983540e-01   -1.234567901234569e-01
  3   -8.230452674897231e-03   -1.127570259384925e-16
  1   -2.962962962962964e-01   -2.716049382716050e-01
  3   -2.469135802469137e-01   -2.222222222222223e-01
  2   -2.716049382716050e-01   -2.469135802469137e-01
  2   -1.152263374485598e-01   -1.069958847736626e-01
  3   -1.069958847736627e-01   -9.876543209876554e-02
  1   -1.234567901234569e-01   -1.152263374485598e-01
  1    7.407407407407407e-02    8.230452674897119e-02
  2    8.230452674897119e-02    9.053497942386832e-02
  3    9.053497942386830e-02    9.876543209876543e-02
  1    1.234567901234568e-01    1.316872427983539e-01
  2    1.316872427983539e-01    1.399176954732510e-01
  3    1.399176954732510e-01    1.481481481481481e-01
  1    9.876543209876543e-02    1.069958847736626e-01
  3    1.152263374485597e-01    1.234567901234568e-01
  2    1.069958847736626e-01    1.152263374485597e-01
  3    4.115226337448559e-02    4.938271604938271e-02
  1    2.469135802469136e-02    3.292181069958847e-02
  2    3.292181069958847e-02    4.115226337448559e-02
  1   -7.407407407407418e-02   -6.584362139917706e-02
  2   -6.584362139917706e-02   -5.761316872427994e-02
  3   -3.292181069958859e-02   -2.469135802469147e-02
  1   -4.938271604938282e-02   -4.115226337448571e-02
  2   -4.115226337448571e-02   -3.292181069958859e-02
  2   -1.646090534979435e-02   -8.230452674897233e-03
  1   -2.469135802469147e-02   -1.646090534979435e-02
  2   -9.053497942386841e-02   -8.230452674897129e-02
  1   -9.876543209876554e-02   -9.053497942386841e-02
  3   -8.230452674897130e-02   -7.407407407407418e-02
